Comparison,Group 1,Group 2,Reaction ID,Reaction name,Subsystem,D,p-value,q-value (BH),Median Egg,Median L1,Delta median,Pooled range,Relative delta,Rank D,Rank relative delta,Combined score,Higher median in,Shown in Fig. 5,Equation,Median L2,Median L3,Median L4,Median L4f,Median Af,Median L4m,Median Am
L2 vs L3,L2,L3,MAR05987,Iron  II  transport,Extracellular transport,0.999,0.0,0.0,,,-0.119553,0.27941,0.4279,37,43,80,L2,,Fe2+[e] + H+[e] => Fe2+[c] + H+[c],0.120341,0.000788,,,,,
L2 vs L3,L2,L3,MAR11318,Proton Diffusion,Extracellular transport,0.994,0.0,0.0,,,496.976539,1003.965963,0.495,49,38,87,L3,,H+[e] <=> H+[c],-498.285283,-1.308743,,,,,
L2 vs L3,L2,L3,MAR04002,ATP:AMP phosphotransferase,Purine metabolism,0.979,0.0,0.0,,,0.336905,0.660927,0.5097,53,36,89,L3,,2 ADP[c] <=> AMP[c] + ATP[c],-0.417335,-0.080431,,,,,
L2 vs L3,L2,L3,MAR07735,Heme transport,Extracellular transport,0.996,0.0,0.0,,,-0.118573,0.278429,0.4259,46,44,90,L2,,heme[c] <=> heme[e],0.118833,0.00026,,,,,
L2 vs L3,L2,L3,MAR09107,Protoheme exchange,Exchange/demand reactions,0.996,0.0,0.0,,,-0.118573,0.278429,0.4259,46,45,91,L2,,heme[e] <=> ,0.118833,0.00026,,,,,
L2 vs L3,L2,L3,MAR11406,"Ferrochelatase, Cytosol",Porphyrin metabolism,0.996,0.0,0.0,,,-0.118573,0.278429,0.4259,46,46,92,L2,,Fe2+[c] + protoporphyrin[c] => 2 H+[c] + heme[c],0.118833,0.00026,,,,,
L2 vs L3,L2,L3,MAR09044,L-Threonine exchange,Exchange/demand reactions,0.946,0.0,0.0,,,0.011183,0.022215,0.5034,56,37,93,L3,,threonine[e] <=> ,-0.028734,-0.017551,,,,,
L2 vs L3,L2,L3,MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,0.994,0.0,0.0,,,-0.957889,2.642844,0.3624,49,65,114,L2,,2 H2O2[c] => 2 H2O[c] + O2[c],1.348784,0.390895,,,,,
L2 vs L3,L2,L3,MAR04855,Fumarate/malate antiporter (mitochondrial),Mitochondrial transport,0.916,0.0,0.0,,,-313.275909,789.353489,0.3969,57,59,116,L2,,fumarate[c] + malate[m] <=> fumarate[m] + malate[c],313.173059,-0.10285,,,,,
L2 vs L3,L2,L3,MAR02351,Facilitated diffusion of phosphate (c to e),Extracellular transport,0.896,0.0,0.0,,,1.397286,3.469812,0.4027,58,58,116,L3,,Pi[c] => Pi[e],0.583072,1.980358,,,,,
L2 vs L3,L2,L3,MAR09062,L-Asparagine exchange,Exchange/demand reactions,0.991,0.0,0.0,,,0.042757,0.120038,0.3562,51,67,118,L3,,asparagine[e] <=> ,-0.05642,-0.013663,,,,,
L2 vs L3,L2,L3,MAR09872,Asparagine Transport by B0At3,Extracellular transport,0.991,0.0,0.0,,,-0.042757,0.120038,0.3562,51,68,119,L2,,asparagine[e] + chloride[e] + Na+[e] => asparagine[c] + chloride[c] + Na+[c],0.05642,0.013663,,,,,
L2 vs L3,L2,L3,MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,Glycolysis / Gluconeogenesis,0.844,0.0,0.0,,,0.486866,1.167743,0.4169,72,49,121,L3,,"1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]",0.242274,0.72914,,,,,
L2 vs L3,L2,L3,MAR09836,Transport of 3-Phospho-D-Glycerate,Extracellular transport,0.844,0.0,0.0,,,-0.486866,1.167743,0.4169,72,50,122,L2,,3-phospho-D-glycerate[e] <=> 3-phospho-D-glycerate[c],-0.242274,-0.72914,,,,,
L2 vs L3,L2,L3,MAR09862,Exchange of 3-Phospho-D-Glycerate,Exchange/demand reactions,0.844,0.0,0.0,,,0.486866,1.167743,0.4169,72,51,123,L3,,3-phospho-D-glycerate[e] <=> ,0.242274,0.72914,,,,,
L2 vs L3,L2,L3,MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,0.872,0.0,0.0,,,-0.196732,0.499392,0.3939,63,61,124,L2,,H2O[c] + PPi[c] => H+[c] + 2 Pi[c],0.350398,0.153666,,,,,
L2 vs L3,L2,L3,MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),Glycolysis / Gluconeogenesis,0.844,0.0,0.0,,,-0.486866,1.167743,0.4169,72,52,124,L2,,"1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> D-glyceraldehyde 3-phosphate[c] + NAD+[c] + Pi[c]",-0.242274,-0.72914,,,,,
L2 vs L3,L2,L3,MAR09892,Leucine Transport by B0At3,Extracellular transport,0.974,0.0,0.0,,,-0.26864,0.758762,0.3541,54,71,125,L2,,chloride[e] + leucine[e] + Na+[e] => chloride[c] + leucine[c] + Na+[c],0.285336,0.016696,,,,,
L2 vs L3,L2,L3,MAR09891,Iso-Leucine Transport by B0At3,Extracellular transport,0.776,1.0834760445580569e-297,1.9423290067077365e-297,,,-0.007226,0.017319,0.4172,81,47,128,L2,,chloride[e] + isoleucine[e] + Na+[e] => chloride[c] + isoleucine[c] + Na+[c],0.021666,0.01444,,,,,
L2 vs L3,L2,L3,MAR09047,H2O exchange,Exchange/demand reactions,0.878,0.0,0.0,,,-3.812723,10.645079,0.3582,62,66,128,L2,,H2O[e] <=> ,3.799802,-0.012921,,,,,
L2 vs L3,L2,L3,MAR09039,L-Isoleucine exchange,Exchange/demand reactions,0.776,1.0834760445580569e-297,1.9423290067077365e-297,,,0.007226,0.017319,0.4172,81,48,129,L3,,isoleucine[e] <=> ,-0.021666,-0.01444,,,,,
L2 vs L3,L2,L3,MAR09242,Type IIIAb exchange,Exchange/demand reactions,0.871,0.0,0.0,,,-0.702084,2.042975,0.3437,64,72,136,L2,,acetaldehyde[e] <=> ,0.242108,-0.459975,,,,,
L2 vs L3,L2,L3,MAR04948,Acetaldehyde reversible transport,Extracellular transport,0.871,0.0,0.0,,,-0.702084,2.042975,0.3437,64,73,137,L2,,acetaldehyde[c] <=> acetaldehyde[e],0.242108,-0.459975,,,,,
L2 vs L3,L2,L3,MAR04710,"2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase",Pentose phosphate pathway,0.871,0.0,0.0,,,-0.702084,2.042975,0.3437,64,74,138,L2,,2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c],0.242108,-0.459975,,,,,
L2 vs L3,L2,L3,MAR09383,Octadecanoate (n-C18:0) exchange,Exchange/demand reactions,0.846,0.0,0.0,,,1.491046,4.211032,0.3541,70,69,139,L3,,O2-[e] <=> ,-1.824037,-0.332991,,,,,
L2 vs L3,L2,L3,MAR00758,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,0.798,5.34562e-318,1.0205277e-317,,,-0.005218,0.013494,0.3867,77,62,139,L2,,ceramide pool[c] + CoA[c] + H+[c] => sphingosine[c] + acyl-CoA pool[c],0.017624,0.012406,,,,,
L2 vs L3,L2,L3,MAR04398,2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming),Pentose phosphate pathway,0.871,0.0,0.0,,,-0.702084,2.042975,0.3437,64,75,139,L2,,2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + D-glyceraldehyde 3-phosphate[c],0.242108,-0.459975,,,,,
L2 vs L3,L2,L3,MAR11947,Exchange of Sphingosine,Exchange/demand reactions,0.798,5.34562e-318,9.94692e-318,,,-0.005218,0.013494,0.3867,77,63,140,L2,,sphingosine[e] <=> ,0.017624,0.012406,,,,,
L2 vs L3,L2,L3,MAR03959,Superoxide anion transport via diffusion (extracellular),Extracellular transport,0.846,0.0,0.0,,,1.491046,4.211032,0.3541,70,70,140,L3,,O2-[c] <=> O2-[e],-1.824037,-0.332991,,,,,
L2 vs L3,L2,L3,MAR09040,L-Leucine exchange,Exchange/demand reactions,0.789,1.475594015696813e-309,2.711404003842896e-309,,,0.011293,0.028651,0.3942,80,60,140,L3,,leucine[e] <=> ,-0.05184,-0.040547,,,,,
L2 vs L3,L2,L3,MAR09641,Transport of sphingosine (c to e),Extracellular transport,0.798,5.34562e-318,9.94692e-318,,,-0.005218,0.013494,0.3867,77,64,141,L2,,sphingosine[c] <=> sphingosine[e],0.017624,0.012406,,,,,
L2 vs L3,L2,L3,MAR11400,Exchange of Fumarate,Exchange/demand reactions,0.87,0.0,0.0,,,0.939612,2.848008,0.3299,68,76,144,L3,,fumarate[e] <=> ,-0.836762,0.10285,,,,,
L2 vs L3,L2,L3,MAR09828,Transport of Fumarate,Extracellular transport,0.87,0.0,0.0,,,-0.939612,2.848008,0.3299,68,77,145,L2,,fumarate[e] <=> fumarate[c],0.836762,-0.10285,,,,,
L2 vs L3,L2,L3,MAR04914,CoA transporter  mitochondrial   irreversible,Mitochondrial transport,0.965,0.0,0.0,,,0.056611,0.230955,0.2451,55,91,146,L3,,CoA[c] <=> CoA[m],-0.059313,-0.002702,,,,,
L2 vs L3,L2,L3,MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.893,0.0,0.0,,,-0.132318,0.498953,0.2652,59,89,148,L2,,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],0.15681,0.024492,,,,,
L2 vs L3,L2,L3,MAR06295,,Mitochondrial transport,0.89,0.0,0.0,,,-0.453276,1.632836,0.2776,60,88,148,L2,,cis-aconitate[c] + H+[c] + malate[m] => cis-aconitate[m] + H+[m] + malate[c],0.671733,0.218458,,,,,
L2 vs L3,L2,L3,MAR08987,"Diphopshate Transporter, Mitochondrial",Mitochondrial transport,0.88,0.0,0.0,,,-0.129312,0.498893,0.2592,61,90,151,L2,,PPi[c] <=> PPi[m],0.151787,0.022474,,,,,
L2 vs L3,L2,L3,MAR06328,ATP:ADP phosphatransferase,Mitochondrial transport,0.838,0.0,0.0,,,458.573074,1873.548132,0.2448,76,92,168,L3,,ADP[c] + ATP[m] <=> ADP[m] + ATP[c],-458.368307,0.204768,,,,,
L2 vs L3,L2,L3,MAR05308,L-glutamine reversible transport via sodium symport,Extracellular transport,0.593,1.4468724221520386e-163,2.2388446953299958e-163,,,-0.006289,0.020125,0.3125,94,81,175,L2,,glutamine[e] + Na+[e] => glutamine[c] + Na+[c],0.024724,0.018435,,,,,
L2 vs L3,L2,L3,MAR09063,L-Glutamine exchange,Exchange/demand reactions,0.593,1.4468724221520386e-163,2.2388446953299958e-163,,,0.006289,0.020125,0.3125,94,82,176,L3,,glutamine[e] <=> ,-0.024724,-0.018435,,,,,
L2 vs L3,L2,L3,MAR00061,Acetate Mitochondrial Transport via Proton Symport,Mitochondrial transport,0.558,1.2169340874898888e-143,1.806962735969835e-143,,,-0.049805,0.159975,0.3113,98,83,181,L2,,acetate[c] + H+[c] <=> acetate[m] + H+[m],-0.069433,-0.119239,,,,,
L2 vs L3,L2,L3,MAR09952,Hydrolysis of Acetyl-Lysine,Lysine metabolism,0.558,1.2169340874898888e-143,1.7538167731471928e-143,,,-0.049805,0.159975,0.3113,98,84,182,L2,,H2O[c] + Acetyl-L-Lysine[c] <=> acetate[c] + lysine[c],-0.069433,-0.119239,,,,,
L2 vs L3,L2,L3,MAR09996,"Transport of Acetyl-Lysine, Extracellular",Extracellular transport,0.558,1.2169340874898888e-143,1.7538167731471928e-143,,,0.049805,0.159975,0.3113,98,85,183,L3,,Acetyl-L-Lysine[c] <=> Acetyl-L-Lysine[e],0.069433,0.119239,,,,,
L2 vs L3,L2,L3,MAR20137,MAR20137,Mitochondrial transport,0.753,1.3704064925662905e-277,2.398211361991009e-277,,,0.202544,0.948068,0.2136,84,99,183,L3,,CTP[c] + GTP[m] <=> CTP[m] + GTP[c],0.002903,0.205447,,,,,
L2 vs L3,L2,L3,MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),Purine metabolism,0.55,2.6270185242115367e-139,3.609081523916784e-139,,,-0.000784,0.002407,0.3256,105,78,183,L2,,ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c],0.002903,0.002119,,,,,
L2 vs L3,L2,L3,MAR09071,L-Glutamate exchange,Exchange/demand reactions,0.712,2.4605561027288842e-244,4.110247126149386e-244,,,0.033898,0.157603,0.2151,87,97,184,L3,,glutamate[e] <=> ,-0.054704,-0.020806,,,,,
L2 vs L3,L2,L3,MAR09834,Transport of XMP,Extracellular transport,0.55,2.6270185242115367e-139,3.6431294628216595e-139,,,-0.000784,0.002407,0.3256,105,79,184,L2,,xanthosine-5-phosphate[e] <=> xanthosine-5-phosphate[c],0.002903,0.002119,,,,,
L2 vs L3,L2,L3,MAR10197,Exchange of Acetyl-Lysine,Exchange/demand reactions,0.558,1.2169340874898888e-143,1.7538167731471928e-143,,,0.049805,0.159975,0.3113,98,86,184,L3,,Acetyl-L-Lysine[e] <=> ,0.069433,0.119239,,,,,
L2 vs L3,L2,L3,MAR09888,Glutamate Transport by B0At3,Extracellular transport,0.712,2.4605561027288842e-244,4.110247126149386e-244,,,-0.033898,0.157603,0.2151,87,98,185,L2,,chloride[e] + glutamate[e] + Na+[e] => chloride[c] + glutamate[c] + Na+[c],0.054704,0.020806,,,,,
L2 vs L3,L2,L3,MAR09860,Exchange of Xanthylic Acid,Exchange/demand reactions,0.55,2.6270185242115367e-139,3.609081523916784e-139,,,0.000784,0.002407,0.3256,105,80,185,L3,,xanthosine-5-phosphate[e] <=> ,-0.002903,-0.002119,,,,,
L2 vs L3,L2,L3,ASCTm,Acetate:succinate CoA-transferase,,0.558,1.2169340874898888e-143,1.7538167731471928e-143,,,0.049805,0.159975,0.3113,98,87,185,L3,,succinate[m] + acetyl-CoA[m] => succinyl-CoA[m] + acetate[m],0.069433,0.119239,,,,,
L2 vs L3,L2,L3,MAR04135,ATP:GMP phosphotransferase,Purine metabolism,0.752,9.6867846026964e-277,1.655764344879501e-276,,,-0.201991,0.947694,0.2131,85,100,185,L2,,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],-0.002903,-0.204894,,,,,
L2 vs L3,L2,L3,MAR20139,MAR20139,Mitochondrial transport,0.752,9.6867846026964e-277,1.655764344879501e-276,,,-0.201991,0.947694,0.2131,85,101,186,L2,,CTP[c] + GMP[m] <=> CTP[m] + GMP[c],-0.002903,-0.204894,,,,,
L2 vs L3,L2,L3,MAR08467,"Cytidylate kinase (CMP,UTP),nuclear",Nucleotide metabolism,0.775,8.552237578378263e-297,1.5146734024356684e-296,,,-347.353583,1896.631473,0.1831,83,105,188,L2,,CDP[c] + UDP[c] <=> CMP[c] + UTP[c],346.964492,-0.389091,,,,,
L2 vs L3,L2,L3,MAR09079,H+ exchange,Exchange/demand reactions,0.563,2.165237789572251e-146,3.3155203652825088e-146,,,2.982891,12.538105,0.2379,96,93,189,L3,,H+[e] <=> ,-1.563074,1.419816,,,,,
L2 vs L3,L2,L3,MAR08408,Hydrogen peroxide transport via diffusion,Extracellular transport,0.608,1.3338402043277707e-172,2.1083280649051865e-172,,,0.861384,5.308879,0.1623,93,106,199,L3,,H2O2[c] <=> H2O2[e],-1.283929,-0.422545,,,,,
L2 vs L3,L2,L3,MAR03789,"Transport of Methylmalonate, Mitochondrial",Mitochondrial transport,0.655,5.812893771540641e-203,9.390059169411799e-203,,,-0.10117,0.780353,0.1296,89,112,201,L2,,methylmalonate[c] <=> methylmalonate[m],0.20402,0.10285,,,,,
L2 vs L3,L2,L3,MAR03763,(S)-Methylmalonyl-CoA hydrolase,"Valine, leucine, and isoleucine metabolism",0.655,5.812893771540641e-203,9.494393160183043e-203,,,-0.10117,0.780353,0.1296,89,113,202,L2,,CoA[m] + H+[m] + methylmalonate[m] => (R)-methylmalonyl-CoA[m] + H2O[m],0.20402,0.10285,,,,,
L2 vs L3,L2,L3,MAR10243,Exchange of Methylmalonate,Exchange/demand reactions,0.655,5.812893771540641e-203,9.287993308874715e-203,,,0.10117,0.780353,0.1296,89,114,203,L3,,methylmalonate[e] <=> ,-0.20402,-0.10285,,,,,
L2 vs L3,L2,L3,MAR04384,Exchange of N-Acylsphingosine,Exchange/demand reactions,0.53,8.104471438015003e-129,1.1031086123964864e-128,,,0.003383,0.014847,0.2279,108,95,203,L3,,ceramide pool[e] <=> ,-0.016974,-0.013591,,,,,
L2 vs L3,L2,L3,MAR12040,Ceramide Diffusion,Sphingolipid metabolism,0.53,8.104471438015003e-129,1.092988349897436e-128,,,-0.003383,0.014847,0.2279,108,96,204,L2,,ceramide pool[e] <=> ceramide pool[c],0.016974,0.013591,,,,,
L2 vs L3,L2,L3,MAR03215,(R)-Methylmalonyl-CoA CoA-carbonylmutase,"Valine, leucine, and isoleucine metabolism",0.655,5.812893771540641e-203,9.494393160183043e-203,,,-0.10117,0.780353,0.1296,89,115,204,L2,,(R)-methylmalonyl-CoA[m] <=> succinyl-CoA[m],0.20402,0.10285,,,,,
L2 vs L3,L2,L3,MAR07638,Uncoupling protein,Mitochondrial transport,0.562,7.726636221692759e-146,1.1709438397823045e-145,,,0.208882,1.298891,0.1608,97,107,204,L3,,H+[c] => H+[m],0.189948,0.398831,,,,,
L2 vs L3,L2,L3,MAR09072,Phosphate exchange,Exchange/demand reactions,0.394,1.1400715982144688e-69,1.4831019905975834e-69,,,1.596727,7.007019,0.2279,113,94,207,L3,,Pi[e] <=> ,0.741858,2.338586,,,,,
L2 vs L3,L2,L3,MAR05071,LYStiDF,Extracellular transport,0.361,2.725102816281072e-58,3.483392295594066e-58,,,0.034674,0.163782,0.2117,115,102,217,L3,,lysine[e] => lysine[c],0.11525,0.149924,,,,,
L2 vs L3,L2,L3,MAR09041,L-Lysine exchange,Exchange/demand reactions,0.361,2.725102816281072e-58,3.45336305166653e-58,,,-0.034674,0.163782,0.2117,115,103,218,L2,,lysine[e] <=> ,-0.11525,-0.149924,,,,,
L2 vs L3,L2,L3,MAR10366,"Transport of Methylmalonate, Antiport with Phsophate",Extracellular transport,0.338,5.2613213404665563e-51,6.554357941089692e-51,,,-0.169323,0.85979,0.1969,118,104,222,L2,,methylmalonate[c] + Pi[e] <=> Pi[c] + methylmalonate[e],-0.20402,-0.373343,,,,,
L2 vs L3,L2,L3,MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.555,5.247905518140089e-142,7.417712607371087e-142,,,-14.597304,338.678113,0.0431,103,124,227,L2,,ADP[m] + Pi[m] + succinyl-CoA[m] <=> ATP[m] + CoA[m] + succinate[m],14.812241,0.214937,,,,,
L2 vs L3,L2,L3,MAR00628,Exchange of Lysophosphatidylcholine,Exchange/demand reactions,0.263,8.329499266785476e-31,1.011930902659062e-30,,,0.001207,0.007929,0.1522,119,108,227,L3,,2-lysolecithin pool[e] <=> ,-0.008199,-0.006992,,,,,
L2 vs L3,L2,L3,MAR02194,octadecanoyl-CoA:NADP+ trans-2-oxidoreductase,Fatty acid elongation (even-chain),0.526,8.875311720971046e-127,1.1753791198042735e-126,,,-0.116605,1.243355,0.0938,110,117,227,L2,,(2E)-octadecenoyl-CoA[c] + H+[c] + NADPH[c] => NADP+[c] + stearoyl-CoA[c],0.4463,0.329695,,,,,
L2 vs L3,L2,L3,MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.555,5.247905518140089e-142,7.417712607371087e-142,,,-14.456842,338.666462,0.0427,103,125,228,L2,,CoA[m] + GTP[m] + succinate[m] <=> GDP[m] + Pi[m] + succinyl-CoA[m],14.457451,0.000609,,,,,
L2 vs L3,L2,L3,MAR08619,Ascorbic acid oxidase,Ascorbate and aldarate metabolism,0.397,9.279851616544992e-71,1.21798052467153e-70,,,-0.177328,1.857931,0.0954,112,116,228,L2,,ascorbate[c] + 2 H+[c] + 2 O2-[c] => dehydroascorbic acid[c] + 2 H2O2[c],0.343823,0.166496,,,,,
L2 vs L3,L2,L3,MAR09354,EX hco3 LPAREN e RPAREN ,Exchange/demand reactions,0.359,1.2295379067920272e-57,1.5448040367387006e-57,,,0.908535,6.767472,0.1343,117,111,228,L3,,H2O2[e] <=> ,-1.248922,-0.340387,,,,,
L2 vs L3,L2,L3,MAR00148,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,0.526,8.875311720971046e-127,1.1860643845297672e-126,,,-0.116605,1.243355,0.0938,110,118,228,L2,,H+[c] + NADH[c] + O2[c] + stearoyl-CoA[c] => (2E)-octadecenoyl-CoA[c] + 2 H2O[c] + NAD+[c],0.4463,0.329695,,,,,
L2 vs L3,L2,L3,MAR01499,Lysophosphatidylcholine Transport,Extracellular transport,0.263,8.329499266785476e-31,1.011930902659062e-30,,,-0.001207,0.007929,0.1522,119,109,228,L2,,2-lysolecithin pool[e] <=> 2-lysolecithin pool[c],0.008199,0.006992,,,,,
L2 vs L3,L2,L3,MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,0.263,8.329499266785476e-31,1.011930902659062e-30,,,-0.001206,0.007929,0.1521,119,110,229,L2,,2-lysolecithin pool[c] + acyl-CoA pool[c] => CoA[c] + PC-LD pool[c],0.008198,0.006992,,,,,
L2 vs L3,L2,L3,MAR04024,ATP:CMP phosphotransferase,Nucleotide metabolism,0.232,5.2872626555366924e-24,6.217820882911149e-24,,,172.610813,1978.720933,0.0872,125,119,244,L3,,ADP[c] + CDP[c] <=> ATP[c] + CMP[c],-175.241944,-2.631131,,,,,
L2 vs L3,L2,L3,MAR10023,Transport of biomass (c to e),Extracellular transport,0.24,1.1289850689115942e-25,1.3383935897580997e-25,,,-0.002236,0.046113,0.0485,123,122,245,L2,,biomass[c] => biomass[e],0.040327,0.038091,,,,,
L2 vs L3,L2,L3,MAR10024,Exchange of biomass,Exchange/demand reactions,0.24,1.1289850689115942e-25,1.3383935897580997e-25,,,-0.002236,0.046113,0.0485,123,123,246,L2,,biomass[e] <=> ,0.040327,0.038091,,,,,
L2 vs L3,L2,L3,MAR00569,Exchange of ATP,Exchange/demand reactions,0.122,6.669830320596686e-07,7.542038900982406e-07,,,-0.041437,0.581368,0.0713,129,120,249,L2,,ATP[e] <=> ,-0.273147,-0.314584,,,,,
L2 vs L3,L2,L3,MAR05303,,Extracellular transport,0.122,6.669830320596686e-07,7.542038900982406e-07,,,-0.041437,0.581368,0.0713,129,121,250,L2,,ATP[c] <=> ATP[e],-0.273147,-0.314584,,,,,
L2 vs L3,L2,L3,MAR00656,Exchange of Phosphatidylethanolamine,Exchange/demand reactions,0.226,8.66144540069212e-23,1.0025452550407414e-22,,,9.2e-05,0.002553,0.0361,126,128,254,L3,,PE-LD pool[e] <=> ,-0.002227,-0.002135,,,,,
L2 vs L3,L2,L3,MAR01601,Phosphatidylethanolamine Transport,Extracellular transport,0.226,8.66144540069212e-23,1.0025452550407414e-22,,,-9.2e-05,0.002553,0.0361,126,129,255,L2,,PE-LD pool[e] <=> PE-LD pool[c],0.002227,0.002135,,,,,
L2 vs L3,L2,L3,MAR04141,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.369,5.9973031826762516e-61,7.733364630293062e-61,,,0.012082,0.684653,0.0176,114,143,257,L3,,H+[m] + NADH[m] + OAA[m] <=> malate[m] + NAD+[m],0.105166,0.117248,,,,,
L2 vs L3,L2,L3,MAR08486,adenosine:phosphate alpha-D-ribosyltransferase,Nucleotide metabolism,0.119,1.378744592806464e-06,1.5354201147162897e-06,,,0.017644,0.439182,0.0402,131,126,257,L3,,adenosine[c] + Pi[c] <=> adenine[c] + ribose-1-phosphate[c],0.075648,0.093292,,,,,
L2 vs L3,L2,L3,MAR04413,Generic Human Biomass Reaction,Artificial reactions,0.26,4.148242783943996e-30,4.998292534752192e-30,,,-0.001256,0.046113,0.0272,122,135,257,L2,,0.505626 alanine[c] + 0.35926 arginine[c] + 0.279425 asparagine[c] + 0.352607 aspartate[c] + 20.7045 ATP[c] + 0.020401 cholesterol[c] + 0.011658 CL pool[c] + 0.039036 CTP[c] + 0.046571 cysteine[c] + 0.013183 dATP[n] + 0.009442 dCTP[n] + 0.009898 dGTP[n] + 0.013091 dTTP[n] + 0.275194 glucose-6-phosphate[c] + 0.385872 glutamate[c] + 0.325996 glutamine[c] + 0.538891 glycine[c] + 0.036117 GTP[c] + 20.6508 H2O[c] + 0.126406 histidine[c] + 0.286078 isoleucine[c] + 0.545544 leucine[c] + 0.592114 lysine[c] + 0.153018 methionine[c] + 0.154463 PC-LD pool[c] + 0.055374 PE-LD pool[c] + 0.259466 phenylalanine[c] + 0.023315 PI pool[c] + 0.412484 proline[c] + 0.005829 PS-LD pool[c] + 0.392525 serine[c] + 0.017486 SM pool[c] + 0.31269 threonine[c] + 0.013306 tryptophan[c] + 0.159671 tyrosine[c] + 0.053446 UTP[c] + 0.352607 valine[c] + 0.002914 PG-CL pool[c] => 20.6508 ADP[c] + 20.6508 H+[c] + 20.6508 Pi[c] + biomass[c],0.038819,0.037563,,,,,
L2 vs L3,L2,L3,MAR04010,adenosine 5'-monophosphate phosphohydrolase,Purine metabolism,0.119,1.378744592806464e-06,1.5471408789507649e-06,,,0.017644,0.439182,0.0402,131,127,258,L3,,AMP[c] + H2O[c] => adenosine[c] + Pi[c],0.075648,0.093292,,,,,
L2 vs L3,L2,L3,MAR09253,ADPribose 2'-phosphate exchange,Exchange/demand reactions,0.099,0.0001095638770704,0.0001201932084279,,,0.01408,0.443959,0.0317,133,130,263,L3,,adenine[e] <=> ,0.075648,0.089728,,,,,
L2 vs L3,L2,L3,MAR04008,ATP:UMP phosphotransferase,Pyrimidine metabolism,0.15,3.143161402242108e-10,3.6097244228874207e-10,,,49.018241,1867.17586,0.0263,128,136,264,L3,,ADP[c] + UDP[c] <=> ATP[c] + UMP[c],-45.723436,3.294805,,,,,
L2 vs L3,L2,L3,MAR04847,Adenine transport via diffusion,Extracellular transport,0.099,0.0001095638770704,0.000121096916762,,,0.01408,0.443959,0.0317,133,131,264,L3,,adenine[c] <=> adenine[e],0.075648,0.089728,,,,,
L2 vs L3,L2,L3,MAR09255,Adrenic acid exchange,Exchange/demand reactions,0.06,0.0546266651070152,0.057357998362366,,,0.014328,0.575025,0.0249,139,137,276,L3,,ADP[e] <=> ,0.164692,0.17902,,,,,
L2 vs L3,L2,L3,MAR09108,Exchange of dihydroneopterin,Exchange/demand reactions,0.034,0.6101664688189142,0.6101664688189142,,,0.038114,1.332576,0.0286,145,132,277,L3,,dihydroneopterin[e] <=> ,-0.033807,0.004307,,,,,
L2 vs L3,L2,L3,MAR07781,Adp exchange,Extracellular transport,0.06,0.0546266651070152,0.0577706458325988,,,0.014328,0.575025,0.0249,139,138,277,L3,,ADP[c] => ADP[e],0.164692,0.17902,,,,,
L2 vs L3,L2,L3,MAR02186,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",Miscellaneous,0.034,0.6101664688189142,0.6143456912080849,,,0.038114,1.332576,0.0286,145,133,278,L3,,"3 H2O[e] + 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> dihydroneopterin[e] + 2 H+[e] + 3 Pi[e]",-0.033807,0.004307,,,,,
